상호명,지점명,상권업종소분류명,시도명,시군구명,행정동명,경도,위도
까페핸드,,커피전문점/카페/다방,서울특별시,성북구,동선동,127.0151306,37.5932135
토리돌코리아라나이카페,,커피전문점/카페/다방,서울특별시,강남구,역삼1동,127.0275425,37.50253586
탐앤탐,피카디리점,커피전문점/카페/다방,서울특별시,종로구,종로1.2.3.4가동,126.9912089,37.57101707
로나,,커피전문점/카페/다방,서울특별시,성동구,금호2.3가동,127.0171005,37.54845706
커피프린지,,커피전문점/카페/다방,서울특별시,서초구,양재1동,127.0407159,37.47887368
엘레이지,,커피전문점/카페/다방,서울특별시,구로구,고척1동,126.8618759,37.50324537
플라워에이일공오,,커피전문점/카페/다방,서울특별시,서초구,양재1동,127.0394317,37.48203497
커피분석센터,,커피전문점/카페/다방,서울특별시,강남구,압구정동,127.0309792,37.5219007
카페베네,,커피전문점/카페/다방,서울특별시,동작구,상도2동,126.9422792,37.50478563
36.5바이키,,커피전문점/카페/다방,서울특별시,마포구,연남동,126.924073,37.56126073
명동커피Ⅰ,,커피전문점/카페/다방,서울특별시,중구,명동,126.9836563,37.5628339
유후카페,,커피전문점/카페/다방,서울특별시,강남구,대치2동,127.0660134,37.50934292
비비디바비디부,,커피전문점/카페/다방,서울특별시,동대문구,전농1동,127.0460901,37.57986202
다빈커피,,커피전문점/카페/다방,서울특별시,구로구,개봉2동,126.8557494,37.49041842
스테이지28카페,,커피전문점/카페/다방,서울특별시,강동구,고덕1동,127.1469342,37.56582058
카페본,,커피전문점/카페/다방,서울특별시,강남구,일원1동,127.0935472,37.4941403
허브미,,커피전문점/카페/다방,서울특별시,강남구,대치2동,127.0658971,37.49961058
하이페리온커피,,커피전문점/카페/다방,서울특별시,강남구,도곡2동,127.0446781,37.48469959
리틀제이콥스,,커피전문점/카페/다방,서울특별시,광진구,능동,127.0833117,37.55525196
더치앤빈,청계다동점,커피전문점/카페/다방,서울특별시,중구,명동,126.9816022,37.56821344
REALROASTING,,커피전문점/카페/다방,서울특별시,강남구,역삼1동,127.0349439,37.50129003
이디아,강서NC점,커피전문점/카페/다방,서울특별시,강서구,등촌3동,126.8393361,37.55940386
데니스,,커피전문점/카페/다방,서울특별시,영등포구,영등포동,126.9070199,37.51679093
카페베네,,커피전문점/카페/다방,서울특별시,은평구,갈현1동,126.9203379,37.6192622
빽다방,영등포신세계점,커피전문점/카페/다방,서울특별시,영등포구,영등포동,126.9061598,37.516819
휘드카페,중계점,커피전문점/카페/다방,서울특별시,노원구,중계4동,127.0734443,37.65645208
디초콜릿커피앤드,,커피전문점/카페/다방,서울특별시,강남구,역삼1동,127.0292587,37.49926112
테이큰커피,,커피전문점/카페/다방,서울특별시,광진구,화양동,127.0695119,37.54459272
카페말로덕성,,커피전문점/카페/다방,서울특별시,도봉구,쌍문1동,127.0163709,37.64950255
늘커피,,커피전문점/카페/다방,서울특별시,구로구,오류2동,126.8351436,37.48840594
빽다방상암KGIT점,상암KGIT점,커피전문점/카페/다방,서울특별시,마포구,상암동,126.8890206,37.58020018
라임팝COFFEE,,커피전문점/카페/다방,서울특별시,관악구,행운동,126.9573766,37.48538508
현경개발릴리움커피,,커피전문점/카페/다방,서울특별시,송파구,송파1동,127.1059111,37.50997603
빽다방,대치동학원가점,커피전문점/카페/다방,서울특별시,강남구,대치4동,127.058634,37.49889516
랄랄라김반장,,커피전문점/카페/다방,서울특별시,용산구,이태원2동,126.9894414,37.53760926
ESPRESSOJIN,,커피전문점/카페/다방,서울특별시,강남구,논현1동,127.0222078,37.51092568
모노치즈,시청역점,커피전문점/카페/다방,서울특별시,중구,소공동,126.9733749,37.56310536
카페아지토,,커피전문점/카페/다방,서울특별시,마포구,연남동,126.9229179,37.56052035
카페그랜드볼룸,,커피전문점/카페/다방,서울특별시,송파구,방이1동,127.122586,37.5097857
커피빈,코리아대학로마로니에점,커피전문점/카페/다방,서울특별시,종로구,이화동,127.0036928,37.58139497
현대다방,,커피전문점/카페/다방,서울특별시,동대문구,용신동,127.0303587,37.57505743
커피니중계점,중계점,커피전문점/카페/다방,서울특별시,노원구,중계2.3동,127.0622506,37.64445194
BR,구일역점,커피전문점/카페/다방,서울특별시,구로구,구로1동,126.8725463,37.49613035
커피빈코리아압구정로데오,,커피전문점/카페/다방,서울특별시,강남구,압구정동,127.0389913,37.52611101
킴스코퍼레이션,,커피전문점/카페/다방,서울특별시,중구,장충동,127.0061331,37.55963733
미카페토,,커피전문점/카페/다방,서울특별시,강남구,청담동,127.0460365,37.52369023
엠엠티에이치006,,커피전문점/카페/다방,서울특별시,구로구,구로3동,126.8995325,37.48512174
3샘파트너스,,커피전문점/카페/다방,서울특별시,성동구,왕십리도선동,127.0250417,37.5678143
카페온고,,커피전문점/카페/다방,서울특별시,양천구,목4동,126.8692265,37.53927647
조인커피,,커피전문점/카페/다방,서울특별시,동대문구,답십리1동,127.0567659,37.56823422
한스커피,,커피전문점/카페/다방,서울특별시,성북구,석관동,127.0649279,37.61345946
클렌치커피,,커피전문점/카페/다방,서울특별시,광진구,자양1동,127.0823004,37.53158248
이랜드레저비스더카페웰츠밸리점,,커피전문점/카페/다방,서울특별시,금천구,가산동,126.8795592,37.48392484
바재커피,,커피전문점/카페/다방,서울특별시,중구,회현동,126.978701,37.55934015
CAFE곰다방,,커피전문점/카페/다방,서울특별시,종로구,이화동,127.004281,37.58143597
라이프커피숍,,커피전문점/카페/다방,서울특별시,중구,광희동,126.9954747,37.56188984
타미하우스독산점,독산점,커피전문점/카페/다방,서울특별시,금천구,독산1동,126.8972127,37.46985437
키노키노,,커피전문점/카페/다방,서울특별시,구로구,가리봉동,126.8830417,37.48544454
엔피에스카페테리아카페삼십육점,,커피전문점/카페/다방,서울특별시,송파구,잠실6동,127.1006844,37.51571214
엠즈씨드,,커피전문점/카페/다방,서울특별시,영등포구,여의동,126.9236956,37.52453987
란커피,,커피전문점/카페/다방,서울특별시,광진구,군자동,127.0767221,37.55730006
크리스마스자몽목동점,목동점,커피전문점/카페/다방,서울특별시,양천구,목1동,126.8707477,37.52769466
탐앤탐스,,커피전문점/카페/다방,서울특별시,광진구,군자동,127.0744588,37.54811866
라떼킹,북한산점,커피전문점/카페/다방,서울특별시,강북구,우이동,127.0096618,37.64697759
카페베네마인츠돔강남,,커피전문점/카페/다방,서울특별시,서초구,서초4동,127.0263258,37.49955235
까페씨,,커피전문점/카페/다방,서울특별시,성동구,마장동,127.0433563,37.56700001
클류치,,커피전문점/카페/다방,서울특별시,종로구,혜화동,126.9965541,37.58436199
승화산업동국대점,동국대점,커피전문점/카페/다방,서울특별시,중구,장충동,126.9984996,37.55914934
커피빈코리아역삼역4,,커피전문점/카페/다방,서울특별시,강남구,역삼1동,127.0348844,37.50064078
스타럭스,센트럴시티점,커피전문점/카페/다방,서울특별시,서초구,반포4동,127.0023932,37.50393001
나무아래,,커피전문점/카페/다방,서울특별시,마포구,염리동,126.9476596,37.55575172
까페봄,,커피전문점/카페/다방,서울특별시,도봉구,쌍문4동,127.0339129,37.65827039
커피공간,,커피전문점/카페/다방,서울특별시,광진구,중곡3동,127.0827062,37.56679871
카페도쎄,,커피전문점/카페/다방,서울특별시,성동구,행당2동,127.0275128,37.55623822
파스쿠찌,상암월드컵점,커피전문점/카페/다방,서울특별시,마포구,성산2동,126.8972574,37.56827565
카페오아시아사회적협동조합포,,커피전문점/카페/다방,서울특별시,강남구,대치4동,127.0561155,37.50580418
커피스토리,,커피전문점/카페/다방,서울특별시,송파구,문정1동,127.1233856,37.48783277
커피&옐로우,,커피전문점/카페/다방,서울특별시,광진구,광장동,127.1079143,37.54693448
커피스미스점,,커피전문점/카페/다방,서울특별시,강남구,역삼1동,127.0321004,37.49727509
카페인,,커피전문점/카페/다방,서울특별시,마포구,도화동,126.9511127,37.53870769
카페라네,,커피전문점/카페/다방,서울특별시,영등포구,영등포본동,126.9076472,37.51566141
커피빈,삼성봉은사거리점,커피전문점/카페/다방,서울특별시,강남구,삼성1동,127.0594668,37.51455313
커피볶는곰커피스테이션,,커피전문점/카페/다방,서울특별시,강남구,역삼1동,127.0432546,37.50498888
코나익스프레스,,커피전문점/카페/다방,서울특별시,송파구,가락본동,127.1221172,37.49572567
카페칼디,,커피전문점/카페/다방,서울특별시,노원구,상계6.7동,127.0577213,37.64777672
제퍼커피,,커피전문점/카페/다방,서울특별시,용산구,한강로동,126.9698521,37.52957387
꽃카페JE,,커피전문점/카페/다방,서울특별시,서초구,잠원동,127.0155156,37.52095286
커핀그루나루평창동점,평창동점,커피전문점/카페/다방,서울특별시,종로구,평창동,126.978518,37.6149867
정우에스프레소,,커피전문점/카페/다방,서울특별시,노원구,중계4동,127.077421,37.65747439
커피빈코리아MBC경영센터,,커피전문점/카페/다방,서울특별시,영등포구,여의동,126.9294913,37.52271837
엔제리너스,건대로데오점,커피전문점/카페/다방,서울특별시,광진구,자양4동,127.0694588,37.53975365
문터커피,,커피전문점/카페/다방,서울특별시,강남구,역삼1동,127.0348091,37.50209987
뉴욕핫도그&커피,문정로데오점,커피전문점/카페/다방,서울특별시,송파구,문정1동,127.1236954,37.4893849
고전갤러리옥션,,커피전문점/카페/다방,서울특별시,종로구,평창동,126.9575904,37.60817208
간단하지만특별한화피디Cafe,센티모르교대점,커피전문점/카페/다방,서울특별시,서초구,서초1동,127.0143767,37.49142486
커피베이,,커피전문점/카페/다방,서울특별시,마포구,도화동,126.9439159,37.53631886
스타벅스뱅뱅사거리점,뱅뱅사거리점,커피전문점/카페/다방,서울특별시,강남구,도곡1동,127.032473,37.48855591
포트오브모카문정점,문정점,커피전문점/카페/다방,서울특별시,송파구,문정2동,127.1196202,37.4801187
파리크라상파스쿠찌서,,커피전문점/카페/다방,서울특별시,종로구,이화동,126.9971841,37.58044782
사이베리아,,커피전문점/카페/다방,서울특별시,용산구,이태원1동,126.993201,37.53486615
커피베이,마포점,커피전문점/카페/다방,서울특별시,마포구,도화동,126.9442923,37.53610597
커먼디자인스튜디오,,커피전문점/카페/다방,서울특별시,용산구,이태원2동,126.9894414,37.53760926
갓구운커피7,,커피전문점/카페/다방,서울특별시,종로구,사직동,126.9685989,37.574552
아마스빈버블티,,커피전문점/카페/다방,서울특별시,강남구,압구정동,127.0305598,37.52720445
8온스,,커피전문점/카페/다방,서울특별시,양천구,목1동,126.8750577,37.5299884
카페필림밸런스,,커피전문점/카페/다방,서울특별시,동작구,상도1동,126.951634,37.50469783
탐앤탐스,서초타워점,커피전문점/카페/다방,서울특별시,서초구,서초2동,127.0288133,37.49435572
달달한오후의잼,,커피전문점/카페/다방,서울특별시,광진구,구의2동,127.0950342,37.55455848
빽다방압구정로데오점,압구정로데오점,커피전문점/카페/다방,서울특별시,강남구,압구정동,127.0383637,37.52740341
이디야커피,길음역점,커피전문점/카페/다방,서울특별시,성북구,길음1동,127.0248069,37.60317825
COFFEEFARM,,커피전문점/카페/다방,서울특별시,종로구,숭인1동,127.0158275,37.57554989
생생과일,,커피전문점/카페/다방,서울특별시,광진구,중곡2동,127.0869845,37.55756909
끌리앙,,커피전문점/카페/다방,서울특별시,동대문구,휘경1동,127.0632253,37.59387533
이디야커피,역촌사거리점,커피전문점/카페/다방,서울특별시,은평구,대조동,126.9208838,37.60892337
카페테리아,,커피전문점/카페/다방,서울특별시,강남구,역삼1동,127.0300538,37.49550124
퍼블리크라움점,,커피전문점/카페/다방,서울특별시,강남구,압구정동,127.0331647,37.52874858
카페그레이스,,커피전문점/카페/다방,서울특별시,중구,소공동,126.9709741,37.56154368
R&RCoffee,,커피전문점/카페/다방,서울특별시,마포구,아현동,126.9521202,37.55645816
로뎅커피숍,,커피전문점/카페/다방,서울특별시,성북구,길음1동,127.0245428,37.60345539
이디야커피,북가좌동점,커피전문점/카페/다방,서울특별시,서대문구,북가좌2동,126.9115148,37.58343723
이디야커피망우점,망우점,커피전문점/카페/다방,서울특별시,성북구,정릉2동,127.0048431,37.59958766
와우크림,,커피전문점/카페/다방,서울특별시,중구,약수동,127.010544,37.5521867
COFFINEGRUNARU,,커피전문점/카페/다방,서울특별시,마포구,대흥동,126.9451713,37.55643232
커피베이,신도림E편한세상점,커피전문점/카페/다방,서울특별시,구로구,신도림동,126.8826196,37.50543473
할리스에프앤비마이컵오브,,커피전문점/카페/다방,서울특별시,용산구,이촌1동,126.9750038,37.51937378
커피빈코리아상암동SBS,,커피전문점/카페/다방,서울특별시,마포구,상암동,126.8927528,37.57970364
주연다방,,커피전문점/카페/다방,서울특별시,강북구,미아동,127.0235085,37.63058608
로즈버드렌탈서비스,,커피전문점/카페/다방,서울특별시,동대문구,제기동,127.0344014,37.58198355
할리스에프앤비,,커피전문점/카페/다방,서울특별시,종로구,이화동,127.0032482,37.58247246
베스킨라빈스,,커피전문점/카페/다방,서울특별시,노원구,상계8동,127.0562209,37.66693871
할리스,에프앤비신림점,커피전문점/카페/다방,서울특별시,관악구,신림동,126.9292248,37.48594423
예그리나카페,,커피전문점/카페/다방,서울특별시,구로구,구로5동,126.8899563,37.50033191
이루리,,커피전문점/카페/다방,서울특별시,용산구,한남동,127.0028615,37.5435351
리치커피숍,,커피전문점/카페/다방,서울특별시,강동구,둔촌2동,127.1429607,37.52927203
SAM,,커피전문점/카페/다방,서울특별시,양천구,목1동,126.8705959,37.52800858
카페레네,,커피전문점/카페/다방,서울특별시,성동구,금호4가동,127.0213866,37.54781688
루쏘커피,,커피전문점/카페/다방,서울특별시,성동구,사근동,127.0424353,37.55847765
프렌드커피숍,,커피전문점/카페/다방,서울특별시,광진구,중곡1동,127.0795902,37.55784507
피에이치오커피,,커피전문점/카페/다방,서울특별시,용산구,한강로동,126.9747192,37.53603167
커피스모키,,커피전문점/카페/다방,서울특별시,동대문구,이문2동,127.0686811,37.60223513
커픽,,커피전문점/카페/다방,서울특별시,도봉구,방학3동,127.0239934,37.66020704
프레세르커피로스터스,,커피전문점/카페/다방,서울특별시,강남구,대치2동,127.0600232,37.50445673
커피드리즐,,커피전문점/카페/다방,서울특별시,마포구,성산2동,126.9085636,37.56765989
엠티시스템코리아,,커피전문점/카페/다방,서울특별시,노원구,중계2.3동,127.0677969,37.63950416
까페모나티,,커피전문점/카페/다방,서울특별시,서대문구,신촌동,126.9429168,37.56380069
아워홈,서울의료원점,커피전문점/카페/다방,서울특별시,중랑구,신내1동,127.0991733,37.61308611
커피,,커피전문점/카페/다방,서울특별시,성동구,용답동,127.0524245,37.56423484
아모제카페아모제,신촌점,커피전문점/카페/다방,서울특별시,서대문구,신촌동,126.9429168,37.56380069
카페제이,,커피전문점/카페/다방,서울특별시,송파구,잠실2동,127.084168,37.51208012
카페요거프레소,,커피전문점/카페/다방,서울특별시,송파구,잠실2동,127.0870198,37.51197604
엑스퍼트마트,,커피전문점/카페/다방,서울특별시,용산구,한남동,127.0091425,37.53494692
등촌빈스토리,,커피전문점/카페/다방,서울특별시,강서구,등촌3동,126.8457637,37.56022374
커피베이,양천향교역점,커피전문점/카페/다방,서울특별시,강서구,가양1동,126.8405683,37.56753426
카페리노,,커피전문점/카페/다방,서울특별시,노원구,하계2동,127.059783,37.63794485
이디아에스프레소,,커피전문점/카페/다방,서울특별시,종로구,가회동,126.9868409,37.57925122
베네,금호점,커피전문점/카페/다방,서울특별시,성동구,금호4가동,127.0214668,37.54774546
애크로리소스카페드투칸,,커피전문점/카페/다방,서울특별시,강남구,압구정동,127.0294436,37.52341988
넥스테이블메종드크레페,,커피전문점/카페/다방,서울특별시,강남구,삼성1동,127.0608122,37.50919355
커피마마,,커피전문점/카페/다방,서울특별시,성북구,석관동,127.0643912,37.60567022
카페더코너,,커피전문점/카페/다방,서울특별시,서초구,서초2동,127.0322934,37.48495021
카페컴온,,커피전문점/카페/다방,서울특별시,중구,명동,126.9796603,37.5670073
할리스에프앤비,,커피전문점/카페/다방,서울특별시,강남구,역삼1동,127.0295819,37.49963321
카페M,,커피전문점/카페/다방,서울특별시,노원구,공릉1동,127.075408,37.62603947
빌리엔젤,용산아이파크몰점,커피전문점/카페/다방,서울특별시,용산구,한강로동,126.9647243,37.5297633
빈스다이어리&주연,,커피전문점/카페/다방,서울특별시,성북구,월곡1동,127.0286544,37.60689523
한다솜복지회강동꿈드래마켓,,커피전문점/카페/다방,서울특별시,강동구,암사2동,127.1272556,37.55170142
더드림,,커피전문점/카페/다방,서울특별시,구로구,고척1동,126.8663413,37.49963909
카페공감,,커피전문점/카페/다방,서울특별시,도봉구,창1동,127.0454865,37.64483109
카페7그램,종각점,커피전문점/카페/다방,서울특별시,종로구,종로1.2.3.4가동,126.9828339,37.57170208
카페베네치아,,커피전문점/카페/다방,서울특별시,종로구,무악동,126.9584347,37.57522864
에스프레소,,커피전문점/카페/다방,서울특별시,강남구,대치4동,127.0527341,37.50487606
카페뒤노,,커피전문점/카페/다방,서울특별시,종로구,삼청동,126.9818239,37.5801992
엔커피,,커피전문점/카페/다방,서울특별시,금천구,가산동,126.8902682,37.47389814
카페이니그마,,커피전문점/카페/다방,서울특별시,강남구,논현1동,127.0296454,37.50870735
카페느림,,커피전문점/카페/다방,서울특별시,마포구,서강동,126.92212,37.54597931
카페엔유,,커피전문점/카페/다방,서울특별시,송파구,장지동,127.1313957,37.48747745
나른한순간IDLEMOME,,커피전문점/카페/다방,서울특별시,마포구,서교동,126.9151475,37.55545745
카페아네,,커피전문점/카페/다방,서울특별시,강동구,길동,127.1407956,37.53456353
카페12PM한남역,,커피전문점/카페/다방,서울특별시,용산구,한남동,127.007744,37.53033082
케이신나뚜루청량리롯데백화점,,커피전문점/카페/다방,서울특별시,동대문구,전농1동,127.0460901,37.57986202
다카페,,커피전문점/카페/다방,서울특별시,서대문구,홍은2동,126.9248581,37.5814511
카페마에스트로,,커피전문점/카페/다방,서울특별시,성북구,장위1동,127.044878,37.61269519
아이에스아비시니카,,커피전문점/카페/다방,서울특별시,강남구,논현2동,127.0303688,37.51923759
스타벅스,역삼대로점,커피전문점/카페/다방,서울특별시,강남구,역삼1동,127.0392228,37.50187455
한샘다방,,커피전문점/카페/다방,서울특별시,강북구,송중동,127.0342366,37.61138317
노빈,,커피전문점/카페/다방,서울특별시,서대문구,신촌동,126.9370317,37.55577365
스위트번스,,커피전문점/카페/다방,서울특별시,금천구,가산동,126.8793597,37.47835448
카페동동,,커피전문점/카페/다방,서울특별시,중구,신당동,127.0129864,37.56693922
에이림,,커피전문점/카페/다방,서울특별시,강남구,도곡1동,127.0335137,37.48940241
커피빈코리아압구정에스점,코리아압구정에스점,커피전문점/카페/다방,서울특별시,강남구,압구정동,127.0368931,37.52827446
커피빈코리아여의도교보증,,커피전문점/카페/다방,서울특별시,영등포구,여의동,126.9245733,37.5225025
코리아나호텔캐터링지점법,,커피전문점/카페/다방,서울특별시,동작구,흑석동,126.953838,37.50479846
카페델씨엘로,,커피전문점/카페/다방,서울특별시,서초구,반포본동,126.9871619,37.50116032
코믹토토만화방,,커피전문점/카페/다방,서울특별시,마포구,서교동,126.9226156,37.55400308
에이블,,커피전문점/카페/다방,서울특별시,성동구,행당2동,127.0285292,37.55728279
이윤신,,커피전문점/카페/다방,서울특별시,종로구,가회동,126.9853049,37.58314854
카페미스터블랙,,커피전문점/카페/다방,서울특별시,광진구,화양동,127.0731051,37.54593651
간단하지만특별한화피디Cafe,,커피전문점/카페/다방,서울특별시,종로구,부암동,126.9640942,37.59572298
카페바운스,,커피전문점/카페/다방,서울특별시,마포구,대흥동,126.9461821,37.5545762
카페리앙,,커피전문점/카페/다방,서울특별시,광진구,중곡4동,127.088285,37.55858831
카페이안,,커피전문점/카페/다방,서울특별시,강남구,청담동,127.0571227,37.52104907
스시오가다,,커피전문점/카페/다방,서울특별시,송파구,풍납1동,127.1201037,37.53431205
카페마론,,커피전문점/카페/다방,서울특별시,중구,청구동,127.0172244,37.55798215
에스프레소인뉴욕,,커피전문점/카페/다방,서울특별시,성북구,동선동,127.0196589,37.59157526
모노레일에스프레소잠실삼성생,,커피전문점/카페/다방,서울특별시,송파구,잠실6동,127.1032166,37.51491143
미니다방,,커피전문점/카페/다방,서울특별시,영등포구,문래동,126.8952808,37.5112304
카페올레,,커피전문점/카페/다방,서울특별시,동작구,노량진1동,126.9444716,37.51213977
수다커피,,커피전문점/카페/다방,서울특별시,광진구,자양3동,127.0712794,37.53620883
카페유,,커피전문점/카페/다방,서울특별시,구로구,오류2동,126.8255572,37.48896878
스타벅스,가락본동점,커피전문점/카페/다방,서울특별시,송파구,가락본동,127.1187684,37.49488077
스타벅스,충무로역점,커피전문점/카페/다방,서울특별시,중구,필동,126.9939076,37.56142598
카페브레아,,커피전문점/카페/다방,서울특별시,강남구,대치2동,127.0580059,37.50478306
카페네스카페,홍대점,커피전문점/카페/다방,서울특별시,마포구,서강동,126.9249219,37.55260046
까페띠아모,,커피전문점/카페/다방,서울특별시,양천구,목3동,126.867859,37.54889544
우희다방,,커피전문점/카페/다방,서울특별시,성동구,금호2.3가동,127.0219451,37.54838016
코레일유통대방카페,,커피전문점/카페/다방,서울특별시,동작구,대방동,126.927207,37.51159677
앤드류스에그타르트이대점,이대점,커피전문점/카페/다방,서울특별시,서대문구,신촌동,126.9459439,37.55863776
카페베이루트,,커피전문점/카페/다방,서울특별시,성동구,사근동,127.0466289,37.56069212
카페지,,커피전문점/카페/다방,서울특별시,관악구,미성동,126.9180405,37.47427285
뮤즈라이브,,커피전문점/카페/다방,서울특별시,중랑구,상봉2동,127.0887859,37.59643617
카페57,,커피전문점/카페/다방,서울특별시,마포구,도화동,126.9439159,37.53631886
루쏘커피,,커피전문점/카페/다방,서울특별시,성동구,사근동,127.0465947,37.55449264
백악관,,커피전문점/카페/다방,서울특별시,동작구,상도4동,126.9323004,37.50024468
할리스남영점,남영점,커피전문점/카페/다방,서울특별시,용산구,이촌1동,126.9812546,37.51890526
이디애,강남구청역점,커피전문점/카페/다방,서울특별시,강남구,논현2동,127.0415697,37.51558063
커피에반하다,서초엠코타운점,커피전문점/카페/다방,서울특별시,서초구,내곡동,127.0579302,37.45587292
에이그레이트카페,한양대점,커피전문점/카페/다방,서울특별시,성동구,사근동,127.0413247,37.5594688
빽다방강남소망점,강남소망점,커피전문점/카페/다방,서울특별시,강남구,압구정동,127.0326234,37.52422988
coffeeFill,,커피전문점/카페/다방,서울특별시,강남구,도곡2동,127.0534667,37.48805919
구스띠모,,커피전문점/카페/다방,서울특별시,용산구,한남동,127.0124657,37.53520002
시에스타,,커피전문점/카페/다방,서울특별시,중구,소공동,126.9731034,37.56309399
카페모인,,커피전문점/카페/다방,서울특별시,마포구,서강동,126.9208406,37.54758949
키다방,,커피전문점/카페/다방,서울특별시,영등포구,영등포본동,126.9076472,37.51566141
이랜드파크외식,불광NC점,커피전문점/카페/다방,서울특별시,은평구,대조동,126.928925,37.60972646
엠즈씨드,,커피전문점/카페/다방,서울특별시,강남구,압구정동,127.0313083,37.52794045
502세컨즈카페,,커피전문점/카페/다방,서울특별시,노원구,하계2동,127.0662161,37.63815812
506커피하우스재미갤러리,,커피전문점/카페/다방,서울특별시,강남구,신사동,127.0195817,37.52058121
토끼와거북이PCCAFE,,커피전문점/카페/다방,서울특별시,마포구,대흥동,126.9398972,37.54923983
랄랄라,,커피전문점/카페/다방,서울특별시,은평구,신사1동,126.9136536,37.59753107
카페로비,,커피전문점/카페/다방,서울특별시,중구,장충동,127.0036141,37.55925569
엘림카페,,커피전문점/카페/다방,서울특별시,송파구,가락2동,127.1313929,37.49455077
이디야커피,,커피전문점/카페/다방,서울특별시,동작구,사당2동,126.9818544,37.48723848
스카이라인,,커피전문점/카페/다방,서울특별시,강남구,역삼2동,127.0484061,37.49922769
스타벅스석촌서호점,석촌서호점,커피전문점/카페/다방,서울특별시,송파구,삼전동,127.0966117,37.50636412
커피빈코리아올림픽공원,,커피전문점/카페/다방,서울특별시,송파구,오륜동,127.1157765,37.52034939
엔제리너스,롯데캐슬잠실역점,커피전문점/카페/다방,서울특별시,송파구,잠실6동,127.1053896,37.516712
연다방,,커피전문점/카페/다방,서울특별시,은평구,불광2동,126.9224613,37.61968707
스타벅스,강남대로점,커피전문점/카페/다방,서울특별시,강남구,역삼1동,127.0255555,37.5031322
클로즈앤커피,,커피전문점/카페/다방,서울특별시,성북구,동선동,127.0199159,37.59443369
커피빈,타임스퀘어B1점,커피전문점/카페/다방,서울특별시,영등포구,영등포동,126.9039142,37.51721267
영우명지전문대편의점,,커피전문점/카페/다방,서울특별시,서대문구,홍은2동,126.9256737,37.58536001
커피빈,코리아남대문점,커피전문점/카페/다방,서울특별시,중구,회현동,126.9740278,37.55428983
스타벅스경복아파트점,경복아파트점,커피전문점/카페/다방,서울특별시,강남구,역삼1동,127.0403528,37.50902009
엘가커피,외대점,커피전문점/카페/다방,서울특별시,동대문구,이문1동,127.0571311,37.59852124
엔제리너스서울대입구,,커피전문점/카페/다방,서울특별시,관악구,낙성대동,126.9527917,37.47929847
스타벅스,현대미아점,커피전문점/카페/다방,서울특별시,성북구,길음2동,127.0287256,37.60839154
황다방,,커피전문점/카페/다방,서울특별시,서초구,서초1동,127.017823,37.48558769
카페리필,,커피전문점/카페/다방,서울특별시,강서구,화곡4동,126.8602449,37.53389202
카페클럽,,커피전문점/카페/다방,서울특별시,성북구,삼선동,127.0140717,37.59022221
우후루,,커피전문점/카페/다방,서울특별시,서대문구,신촌동,126.93331,37.56040746
엔트로피커피,,커피전문점/카페/다방,서울특별시,용산구,보광동,126.9993827,37.53203534
스타벅스,상암MBC점,커피전문점/카페/다방,서울특별시,마포구,상암동,126.8909658,37.5811105
빈틈,,커피전문점/카페/다방,서울특별시,영등포구,양평1동,126.8847888,37.52459336
동부다방,,커피전문점/카페/다방,서울특별시,동대문구,용신동,127.041439,37.57704913
카페우디,,커피전문점/카페/다방,서울특별시,서대문구,충현동,126.9685011,37.56276554
느티마을사회적협동조합,,커피전문점/카페/다방,서울특별시,광진구,화양동,127.0713222,37.5464361
카페쉐누,,커피전문점/카페/다방,서울특별시,강남구,대치2동,127.0657069,37.50761046
카페데플뢰르,,커피전문점/카페/다방,서울특별시,영등포구,영등포동,126.9039142,37.51721267
미스터브리즈커피,가산롯데IT캐슬점,커피전문점/카페/다방,서울특별시,금천구,가산동,126.8810386,37.47722606
카페알파,,커피전문점/카페/다방,서울특별시,관악구,조원동,126.9091861,37.48141786
모아,,커피전문점/카페/다방,서울특별시,영등포구,문래동,126.8939242,37.51347932
카페자마이카,,커피전문점/카페/다방,서울특별시,금천구,가산동,126.8836597,37.4712679
카페데리오,,커피전문점/카페/다방,서울특별시,영등포구,당산2동,126.9051046,37.53483908
카페테리아,,커피전문점/카페/다방,서울특별시,서초구,서초2동,127.0326059,37.48614217
엔제리너스,명동점,커피전문점/카페/다방,서울특별시,중구,명동,126.983684,37.56412263
카페포즈,,커피전문점/카페/다방,서울특별시,중구,중림동,126.9677894,37.56020036
카페래,,커피전문점/카페/다방,서울특별시,마포구,서강동,126.9249219,37.55260046
앤드류스에그타르트앤커피,,커피전문점/카페/다방,서울특별시,동대문구,회기동,127.0514029,37.59123096
카페스토리,,커피전문점/카페/다방,서울특별시,강남구,대치2동,127.0713464,37.4988516
커피램프,,커피전문점/카페/다방,서울특별시,강남구,수서동,127.1030943,37.48731104
원두파파,,커피전문점/카페/다방,서울특별시,동대문구,장안1동,127.0648491,37.56455016
카페뿌우,,커피전문점/카페/다방,서울특별시,마포구,합정동,126.9136002,37.5482169
미미의카페,,커피전문점/카페/다방,서울특별시,성동구,성수1가2동,127.048809,37.54500443
커피세도나,,커피전문점/카페/다방,서울특별시,강남구,삼성1동,127.0571003,37.5129394
커피볶는카페,,커피전문점/카페/다방,서울특별시,성북구,길음1동,127.0191945,37.60280737
커피에비뉴,,커피전문점/카페/다방,서울특별시,송파구,잠실2동,127.084168,37.51208012
