상호명,지점명,상권업종소분류명,시도명,시군구명,행정동명,경도,위도
쥬씨강일동점,강일동점,커피전문점/카페/다방,서울특별시,강동구,강일동,127.1737979,37.56561517
CAFEDELCIELO,,커피전문점/카페/다방,서울특별시,서초구,반포본동,126.9871619,37.50116032
하우스까페,,커피전문점/카페/다방,서울특별시,서초구,내곡동,127.0766981,37.45455231
하나커피,,커피전문점/카페/다방,서울특별시,강북구,수유3동,127.0193571,37.63871502
카페예담,,커피전문점/카페/다방,서울특별시,용산구,한강로동,126.9737303,37.53305864
카페예지,,커피전문점/카페/다방,서울특별시,광진구,군자동,127.0722145,37.54931747
공감락까페,,커피전문점/카페/다방,서울특별시,은평구,갈현2동,126.9186635,37.61676904
쥬씨,당곡사거리점,커피전문점/카페/다방,서울특별시,관악구,보라매동,126.9263163,37.49007167
영단기라운지,,커피전문점/카페/다방,서울특별시,서초구,서초4동,127.0263258,37.49955235
스터디카페더퍼스트,,커피전문점/카페/다방,서울특별시,양천구,목2동,126.8690471,37.54216708
긱커피,,커피전문점/카페/다방,서울특별시,서대문구,남가좌2동,126.9240643,37.57918227
오페뜨이수점,이수점,커피전문점/카페/다방,서울특별시,동작구,사당2동,126.9785372,37.48837221
COFFEEPOST,,커피전문점/카페/다방,서울특별시,송파구,문정1동,127.1230757,37.48628966
공차롯데미아점,롯데미아점,커피전문점/카페/다방,서울특별시,강북구,송중동,127.0305026,37.61458728
VICC,,커피전문점/카페/다방,서울특별시,서초구,방배본동,126.9866644,37.49446123
쥬씨현대시장점,현대시장점,커피전문점/카페/다방,서울특별시,관악구,중앙동,126.947091,37.48590658
팬도로시세종대학교행복기숙사점,세종대학교행복기숙사점,커피전문점/카페/다방,서울특별시,광진구,군자동,127.072859,37.55301684
투썸플레이스개봉역점,개봉역점,커피전문점/카페/다방,서울특별시,구로구,개봉2동,126.8588931,37.49412508
쥬씨,종암점,커피전문점/카페/다방,서울특별시,성북구,종암동,127.0347718,37.59889013
쥬씨난곡점,난곡점,커피전문점/카페/다방,서울특별시,관악구,미성동,126.9165291,37.47480864
퓨로쥬스,,커피전문점/카페/다방,서울특별시,서대문구,신촌동,126.939278,37.55619932
카페더크레마,,커피전문점/카페/다방,서울특별시,마포구,망원2동,126.9042338,37.56186216
쥬씨,도봉동점,커피전문점/카페/다방,서울특별시,도봉구,도봉1동,127.044597,37.68418094
할리스커피답십리역점,답십리역점,커피전문점/카페/다방,서울특별시,성동구,용답동,127.0536974,37.56561465
이디야커피,숍명동중앙2호점,커피전문점/카페/다방,서울특별시,중구,명동,126.9870984,37.56191739
쥬뜨,,커피전문점/카페/다방,서울특별시,송파구,오금동,127.1291699,37.50679785
쥬스식스노량진행복점,행복점,커피전문점/카페/다방,서울특별시,동작구,노량진1동,126.9453137,37.51177786
카페동네,,커피전문점/카페/다방,서울특별시,도봉구,창5동,127.0456132,37.65529312
CAFEASHER,,커피전문점/카페/다방,서울특별시,관악구,성현동,126.9520234,37.48654513
타맥,,커피전문점/카페/다방,서울특별시,중랑구,망우3동,127.0936071,37.59201312
쥬씨배명사거리점,배명사거리점,커피전문점/카페/다방,서울특별시,송파구,삼전동,127.0954096,37.50287683
남양유업,백미당IFC몰점,커피전문점/카페/다방,서울특별시,영등포구,여의동,126.9248631,37.52517222
카페더블링,,커피전문점/카페/다방,서울특별시,강남구,논현1동,127.0268502,37.5183977
쥬씨방이시장점,방이시장점,커피전문점/카페/다방,서울특별시,송파구,방이2동,127.1135568,37.5119439
잡카페피플,,커피전문점/카페/다방,서울특별시,영등포구,양평1동,126.8912769,37.52421294
셀렉토커피강동구청역점,강동구청역점,커피전문점/카페/다방,서울특별시,강동구,성내1동,127.1228263,37.53080918
곰브라더스,숙대입구점,커피전문점/카페/다방,서울특별시,용산구,청파동,126.9683453,37.54450905
시화담카페,,커피전문점/카페/다방,서울특별시,용산구,한남동,127.0012578,37.53735838
마시그래이숙대점,숙대점,커피전문점/카페/다방,서울특별시,용산구,청파동,126.9665757,37.54481795
르돌치1946,,커피전문점/카페/다방,서울특별시,영등포구,여의동,126.9248631,37.52517222
커피팩토리,,커피전문점/카페/다방,서울특별시,종로구,사직동,126.9726091,37.57683056
스타벅스대치은마사거리점,대치은마사거리점,커피전문점/카페/다방,서울특별시,강남구,대치4동,127.0601595,37.49899741
쥬씨,연희점,커피전문점/카페/다방,서울특별시,서대문구,연희동,126.9293532,37.56798542
요거프레소상계점,상계점,커피전문점/카페/다방,서울특별시,노원구,중계4동,127.0734509,37.65865967
힐링카페심신프리,,커피전문점/카페/다방,서울특별시,마포구,서교동,126.9224619,37.5536683
애플블러썸,여의도2호점,커피전문점/카페/다방,서울특별시,영등포구,여의동,126.9391975,37.51954417
쥬씨,신곡시장점,커피전문점/카페/다방,서울특별시,양천구,신월4동,126.8425214,37.5188345
로이스홈카페,,커피전문점/카페/다방,서울특별시,관악구,성현동,126.9488736,37.4869947
퓨로커피,,커피전문점/카페/다방,서울특별시,강남구,삼성1동,127.0591391,37.51182033
컴바이,,커피전문점/카페/다방,서울특별시,중구,소공동,126.9809849,37.56533379
TURTLELIBRARY,,커피전문점/카페/다방,서울특별시,강동구,명일1동,127.146151,37.55013658
커피홀릭,,커피전문점/카페/다방,서울특별시,은평구,응암2동,126.918333,37.59423122
쥬씨,시흥사거리점,커피전문점/카페/다방,서울특별시,금천구,시흥1동,126.9016182,37.4546316
쥬씨,역촌역점,커피전문점/카페/다방,서울특별시,은평구,역촌동,126.9219309,37.60699572
연희카페,,커피전문점/카페/다방,서울특별시,마포구,성산1동,126.9158283,37.56314956
선COFFEE,,커피전문점/카페/다방,서울특별시,송파구,문정1동,127.1271288,37.48780642
쥬씨독산역점,독산역점,커피전문점/카페/다방,서울특별시,금천구,가산동,126.8879876,37.46682148
쥬씨,장한로점,커피전문점/카페/다방,서울특별시,동대문구,장안1동,127.0693197,37.56914479
BULLDOGCOFFEELAB61,,커피전문점/카페/다방,서울특별시,서초구,방배2동,126.9838374,37.47941638
닥터쥬스강남점,강남점,커피전문점/카페/다방,서울특별시,강남구,역삼1동,127.0282892,37.49815386
이디야커피,구의역점,커피전문점/카페/다방,서울특별시,광진구,구의3동,127.089267,37.53834025
마리웨일마카롱,화곡역점,커피전문점/카페/다방,서울특별시,강서구,화곡1동,126.8373752,37.53627306
커피전문점DZ,,커피전문점/카페/다방,서울특별시,은평구,역촌동,126.9117565,37.60571298
라비또,,커피전문점/카페/다방,서울특별시,마포구,연남동,126.9245328,37.56392298
탕화쿵푸,,커피전문점/카페/다방,서울특별시,광진구,자양4동,127.0682113,37.53997809
다그린,,커피전문점/카페/다방,서울특별시,양천구,신정2동,126.8736048,37.51901791
NEIGHBORHOOD,,커피전문점/카페/다방,서울특별시,성북구,성북동,126.9951115,37.60071259
디톡시,,커피전문점/카페/다방,서울특별시,마포구,공덕동,126.9571587,37.54819517
리루하,,커피전문점/카페/다방,서울특별시,구로구,개봉3동,126.8591309,37.48890133
숲속식사,,커피전문점/카페/다방,서울특별시,성동구,성수2가3동,127.0537453,37.54303475
쥬씨종로종묘점,종로종묘점,커피전문점/카페/다방,서울특별시,종로구,종로1.2.3.4가동,126.9918275,37.57215767
커피마마,길동해맞이점,커피전문점/카페/다방,서울특별시,강동구,길동,127.142522,37.53498155
CAFEH,,커피전문점/카페/다방,서울특별시,강북구,번1동,127.0298276,37.64037839
커피에그리다,,커피전문점/카페/다방,서울특별시,서대문구,홍은1동,126.9430138,37.59217521
쥬스리,,커피전문점/카페/다방,서울특별시,양천구,목5동,126.8787105,37.53614119
타르타르송파점,송파점,커피전문점/카페/다방,서울특별시,송파구,방이2동,127.1200994,37.5144437
쥬씨목동사거리점,목동사거리점,커피전문점/카페/다방,서울특별시,양천구,목4동,126.8641296,37.53289326
레드카페,,커피전문점/카페/다방,서울특별시,강서구,화곡4동,126.861114,37.5332877
카페파스텔,,커피전문점/카페/다방,서울특별시,서대문구,신촌동,126.9433378,37.55883973
프레쉬컵,,커피전문점/카페/다방,서울특별시,종로구,청운효자동,126.9708083,37.58099569
카페아쉐르동여의도점,동여의도점,커피전문점/카페/다방,서울특별시,영등포구,여의동,126.9306629,37.52148555
루나모디카,,커피전문점/카페/다방,서울특별시,강남구,대치4동,127.0559938,37.50379386
MOSOCOFFEE,,커피전문점/카페/다방,서울특별시,구로구,수궁동,126.8289004,37.4986341
뉴욕47번가,,커피전문점/카페/다방,서울특별시,강서구,등촌1동,126.8533719,37.55712625
놀숲강남역점,강남역점,커피전문점/카페/다방,서울특별시,강남구,역삼1동,127.0279473,37.50097135
카페브릭,,커피전문점/카페/다방,서울특별시,광진구,군자동,127.073356,37.55401189
리스트레또,,커피전문점/카페/다방,서울특별시,영등포구,영등포동,126.9044058,37.5191815
오곰커피,,커피전문점/카페/다방,서울특별시,영등포구,당산2동,126.9071339,37.52836137
커피이야기,,커피전문점/카페/다방,서울특별시,구로구,구로2동,126.8778199,37.50495673
밀키웨이,,커피전문점/카페/다방,서울특별시,강북구,송중동,127.0319295,37.61635602
호시,,커피전문점/카페/다방,서울특별시,서대문구,연희동,126.927885,37.56696293
판다쥬스,,커피전문점/카페/다방,서울특별시,양천구,신월7동,126.8361811,37.51918667
투오브어스,,커피전문점/카페/다방,서울특별시,노원구,공릉2동,127.0767711,37.63306923
커피와츄러스,,커피전문점/카페/다방,서울특별시,중구,장충동,127.0066558,37.55863256
요거프레소문래점,문래점,커피전문점/카페/다방,서울특별시,영등포구,문래동,126.8898931,37.52064083
이디야커피,충무필동점,커피전문점/카페/다방,서울특별시,중구,필동,126.9962626,37.56137394
내마음속의미니벨로,,커피전문점/카페/다방,서울특별시,광진구,자양3동,127.0736991,37.53085756
라벤다플라워,,커피전문점/카페/다방,서울특별시,강동구,성내2동,127.124851,37.53569891
빽다방,위례중앙점,커피전문점/카페/다방,서울특별시,송파구,위례동,127.1422226,37.47711321
주스앤,,커피전문점/카페/다방,서울특별시,중구,명동,126.9901579,37.56250225
카페노아,,커피전문점/카페/다방,서울특별시,구로구,오류2동,126.8438896,37.4932043
엘리커피,,커피전문점/카페/다방,서울특별시,금천구,시흥5동,126.9096938,37.44880448
10000LABCOFFEE,,커피전문점/카페/다방,서울특별시,서초구,잠원동,127.0205228,37.51176772
일카페,,커피전문점/카페/다방,서울특별시,성동구,용답동,127.0619933,37.56120264
한강클래스,,커피전문점/카페/다방,서울특별시,동대문구,용신동,127.040521,37.57623974
BEANSBARNES빈스바네스,,커피전문점/카페/다방,서울특별시,강남구,일원1동,127.0869269,37.49080946
야야,,커피전문점/카페/다방,서울특별시,서대문구,신촌동,126.9455165,37.55844473
쥬씨,광진구청2호점,커피전문점/카페/다방,서울특별시,광진구,구의1동,127.083435,37.5396377
우종호의커피볶는집,,커피전문점/카페/다방,서울특별시,강남구,개포4동,127.0462267,37.48028791
수커피하우스,,커피전문점/카페/다방,서울특별시,강동구,둔촌2동,127.1453797,37.5314521
쥬씨,상계보람점,커피전문점/카페/다방,서울특별시,노원구,상계5동,127.0669525,37.66442912
닥터쥬스,,커피전문점/카페/다방,서울특별시,양천구,신정7동,126.8665365,37.50916498
끼니와끼니,,커피전문점/카페/다방,서울특별시,동대문구,제기동,127.040995,37.58518195
쥬씨국사봉점,국사봉점,커피전문점/카페/다방,서울특별시,동작구,상도4동,126.9436002,37.49852616
더벤티,,커피전문점/카페/다방,서울특별시,종로구,창신2동,127.0104763,37.57185593
커피베이사가정역점,사가정역점,커피전문점/카페/다방,서울특별시,중랑구,면목7동,127.0892557,37.58018493
휴카페,,커피전문점/카페/다방,서울특별시,영등포구,양평1동,126.8899136,37.52307383
현대그린푸드현대글로비스카페,,커피전문점/카페/다방,서울특별시,강남구,역삼1동,127.0430524,37.50311305
커피에반하다양천목3동점,양천목3동점,커피전문점/카페/다방,서울특별시,양천구,목3동,126.8672616,37.54873654
빌리엔젤,,커피전문점/카페/다방,서울특별시,서초구,방배1동,126.9980069,37.48177202
오가다롯데마트중계점,롯데마트중계점,커피전문점/카페/다방,서울특별시,노원구,중계1동,127.0709241,37.64678217
카페큐,,커피전문점/카페/다방,서울특별시,강남구,삼성1동,127.0591391,37.51182033
북까페산책,,커피전문점/카페/다방,서울특별시,마포구,서교동,126.919633,37.55520124
라고샤,,커피전문점/카페/다방,서울특별시,중랑구,묵1동,127.0805592,37.61711437
말리커피,,커피전문점/카페/다방,서울특별시,영등포구,영등포동,126.9055549,37.51718283
커피식스주스식스,,커피전문점/카페/다방,서울특별시,영등포구,신길1동,126.9173155,37.51197506
힐링카페오,,커피전문점/카페/다방,서울특별시,강서구,화곡본동,126.8490863,37.54803817
BREADFORYOU,,커피전문점/카페/다방,서울특별시,서초구,방배본동,126.9854339,37.49513547
진심코리아,문래지점,커피전문점/카페/다방,서울특별시,영등포구,문래동,126.8975254,37.51473841
셀렉토커피,강서구청사거리점,커피전문점/카페/다방,서울특별시,강서구,등촌1동,126.8544911,37.5557315
우쥬커피,,커피전문점/카페/다방,서울특별시,관악구,낙성대동,126.9527499,37.47824387
풍각당,,커피전문점/카페/다방,서울특별시,성동구,성수2가1동,127.0538989,37.5389362
요거프레소,보람점,커피전문점/카페/다방,서울특별시,노원구,상계5동,127.0662669,37.66396417
쩨,,커피전문점/카페/다방,서울특별시,마포구,서강동,126.9197522,37.54616491
지파시,신세계영등포점,커피전문점/카페/다방,서울특별시,영등포구,영등포동,126.9055549,37.51718283
지간테커피,삼청동점,커피전문점/카페/다방,서울특별시,종로구,삼청동,126.9819899,37.58630066
커피에반하다,수유역점,커피전문점/카페/다방,서울특별시,강북구,번1동,127.0263173,37.63760132
AfterCoffee,,커피전문점/카페/다방,서울특별시,강서구,발산1동,126.8347478,37.55169088
프롬하츠커피하왕십리점,하왕십리점,커피전문점/카페/다방,서울특별시,성동구,왕십리2동,127.0300909,37.56079169
커피밴드,,커피전문점/카페/다방,서울특별시,강동구,길동,127.1436455,37.54260363
셀렉토커피,신당역점,커피전문점/카페/다방,서울특별시,중구,동화동,127.016979,37.56373779
리제,,커피전문점/카페/다방,서울특별시,종로구,사직동,126.9709025,37.57579752
엔제리너스,,커피전문점/카페/다방,서울특별시,용산구,한강로동,126.9647243,37.5297633
테이블스,,커피전문점/카페/다방,서울특별시,강남구,역삼1동,127.0338654,37.49809147
빽다방청량리역점,청량리역점,커피전문점/카페/다방,서울특별시,동대문구,청량리동,127.0458496,37.58096836
스타벅스,목동오목로점,커피전문점/카페/다방,서울특별시,양천구,목1동,126.8683761,37.52591494
스타벅스화곡DT점,화곡DT점,커피전문점/카페/다방,서울특별시,강서구,화곡4동,126.8631123,37.53506398
꿈꾸는달팽이,,커피전문점/카페/다방,서울특별시,구로구,오류1동,126.8426133,37.49749878
카페드앙떼띠,,커피전문점/카페/다방,서울특별시,서초구,반포4동,126.9996954,37.49759983
커피나무,,커피전문점/카페/다방,서울특별시,동작구,상도1동,126.9496808,37.50122045
사라의정원,,커피전문점/카페/다방,서울특별시,도봉구,창3동,127.0420819,37.63552283
쥬씨망원점,망원점,커피전문점/카페/다방,서울특별시,마포구,망원1동,126.9086401,37.55543352
커피브루,,커피전문점/카페/다방,서울특별시,강남구,개포4동,127.0500199,37.47628172
빽다방,등촌역점,커피전문점/카페/다방,서울특별시,양천구,목3동,126.8678561,37.54908463
코이코히,,커피전문점/카페/다방,서울특별시,양천구,신정2동,126.8716646,37.51714324
와리터경희대점,경희대점,커피전문점/카페/다방,서울특별시,동대문구,회기동,127.0527639,37.59284574
제임스커피팩토리,,커피전문점/카페/다방,서울특별시,서대문구,신촌동,126.9354884,37.55844484
이디야커피,광나루점,커피전문점/카페/다방,서울특별시,광진구,광장동,127.1075149,37.5481659
이디야커피,종합운동장역점,커피전문점/카페/다방,서울특별시,송파구,잠실본동,127.0791635,37.51155464
커피에반하다,상계점,커피전문점/카페/다방,서울특별시,노원구,상계1동,127.0541292,37.6745627
로뎀나무아래서,,커피전문점/카페/다방,서울특별시,중랑구,망우본동,127.1048598,37.60170414
북카페서원,,커피전문점/카페/다방,서울특별시,영등포구,여의동,126.9307559,37.5181345
커피문화원,,커피전문점/카페/다방,서울특별시,영등포구,신길1동,126.9140573,37.51123332
디저트39거여역점,거여역점,커피전문점/카페/다방,서울특별시,송파구,거여1동,127.1438731,37.49298392
카페피파포,,커피전문점/카페/다방,서울특별시,마포구,연남동,126.9224687,37.56341759
식품명인체험관,,커피전문점/카페/다방,서울특별시,강남구,역삼1동,127.0278608,37.50153831
CafeS,,커피전문점/카페/다방,서울특별시,서초구,양재2동,127.0391217,37.46827328
니들누들,,커피전문점/카페/다방,서울특별시,양천구,목2동,126.8773109,37.5464718
킹콩쥬스&커피,길동역점,커피전문점/카페/다방,서울특별시,강동구,길동,127.1423357,37.53840421
놀숲,이대점,커피전문점/카페/다방,서울특별시,서대문구,신촌동,126.9442862,37.55900139
간단하지만특별한화피디Cafe,153신촌점,커피전문점/카페/다방,서울특별시,서대문구,신촌동,126.9390643,37.55690021
커피에반하다,양천신월점,커피전문점/카페/다방,서울특별시,양천구,신월7동,126.8369018,37.51867116
THE봄,,커피전문점/카페/다방,서울특별시,강북구,인수동,127.0120163,37.64460059
쥬씨개포동역점,개포동역점,커피전문점/카페/다방,서울특별시,강남구,개포2동,127.0679374,37.48922848
쥬씨상일동점,상일동점,커피전문점/카페/다방,서울특별시,강동구,상일동,127.1729306,37.54884946
빅다방,연신내점,커피전문점/카페/다방,서울특별시,은평구,갈현1동,126.9185257,37.61924561
카페카자드지나,,커피전문점/카페/다방,서울특별시,종로구,평창동,126.9580562,37.60725714
제일전통찻집및커피,,커피전문점/카페/다방,서울특별시,영등포구,영등포동,126.9058473,37.51885247
오투오카페,,커피전문점/카페/다방,서울특별시,영등포구,대림2동,126.9004396,37.49266294
마리웨일마카롱,망원점,커피전문점/카페/다방,서울특별시,마포구,망원2동,126.9037084,37.55832522
그냥커피,,커피전문점/카페/다방,서울특별시,중랑구,면목3.8동,127.0931535,37.58180078
보타니크,,커피전문점/카페/다방,서울특별시,용산구,한남동,127.0035525,37.53753095
온앤온,,커피전문점/카페/다방,서울특별시,종로구,혜화동,127.0005,37.58647688
커피에반하다,,커피전문점/카페/다방,서울특별시,성북구,월곡2동,127.03844,37.60512824
투썸플레이스,헬로비전점,커피전문점/카페/다방,서울특별시,마포구,상암동,126.8883436,37.58232926
사이마켓,,커피전문점/카페/다방,서울특별시,강남구,세곡동,127.104854,37.46871742
쥬씨용두역점,용두역점,커피전문점/카페/다방,서울특별시,동대문구,용신동,127.0377158,37.57429768
올인어컵,,커피전문점/카페/다방,서울특별시,마포구,서교동,126.9291823,37.55462147
카페더파크,,커피전문점/카페/다방,서울특별시,종로구,무악동,126.9575783,37.57575269
이니그마,,커피전문점/카페/다방,서울특별시,성동구,성수1가2동,127.0505442,37.54917224
카페죠꽁드,,커피전문점/카페/다방,서울특별시,종로구,삼청동,126.9820742,37.58343609
갤러리커피하우스,,커피전문점/카페/다방,서울특별시,성북구,성북동,126.9909478,37.59455901
Quilterscoffee커피를누비다,,커피전문점/카페/다방,서울특별시,서초구,반포4동,126.9973745,37.49863439
까페바소,,커피전문점/카페/다방,서울특별시,강남구,압구정동,127.029429,37.52367205
카페호빈,,커피전문점/카페/다방,서울특별시,강남구,역삼1동,127.0419259,37.50895176
카페주주,,커피전문점/카페/다방,서울특별시,중랑구,중화1동,127.0852952,37.6022209
디저트카페골드맘,,커피전문점/카페/다방,서울특별시,양천구,신월5동,126.8284953,37.53974439
뚜르드카페,,커피전문점/카페/다방,서울특별시,중구,회현동,126.9785219,37.55836547
선유도커피,,커피전문점/카페/다방,서울특별시,광진구,구의3동,127.0950517,37.53813243
카페514,,커피전문점/카페/다방,서울특별시,광진구,군자동,127.072859,37.55301684
카페숲,,커피전문점/카페/다방,서울특별시,구로구,오류2동,126.8311863,37.48838487
나이스,,커피전문점/카페/다방,서울특별시,마포구,연남동,126.9173664,37.56323576
권농동커피플레이스,,커피전문점/카페/다방,서울특별시,종로구,종로1.2.3.4가동,126.9916326,37.57737303
그럼블커피,,커피전문점/카페/다방,서울특별시,구로구,가리봉동,126.8928139,37.47989597
더카페,이마트자양점,커피전문점/카페/다방,서울특별시,광진구,자양3동,127.0729442,37.53699681
신빙고,,커피전문점/카페/다방,서울특별시,중구,다산동,127.0120569,37.55931762
쥬스토어,,커피전문점/카페/다방,서울특별시,서대문구,충현동,126.9635549,37.56438013
티시스식음본부,신문로지점,커피전문점/카페/다방,서울특별시,종로구,사직동,126.9721193,37.569636
원데이브레드,,커피전문점/카페/다방,서울특별시,중랑구,묵1동,127.0781132,37.61063482
룸포커피,,커피전문점/카페/다방,서울특별시,광진구,중곡1동,127.0797214,37.56281988
도쿄밀크치즈팩토리,,커피전문점/카페/다방,서울특별시,강남구,신사동,127.0230374,37.52364639
이디야커피,롯데마트구로점,커피전문점/카페/다방,서울특별시,구로구,구로2동,126.8727176,37.49827647
범이준이,,커피전문점/카페/다방,서울특별시,노원구,중계4동,127.0776946,37.65643133
쥬시,신정네거리역점,커피전문점/카페/다방,서울특별시,양천구,신정3동,126.8528642,37.52082759
식스스트링스,,커피전문점/카페/다방,서울특별시,강동구,길동,127.1449364,37.54054957
몽쁘티,,커피전문점/카페/다방,서울특별시,강남구,신사동,127.02709,37.52171555
카페수에르떼,,커피전문점/카페/다방,서울특별시,서대문구,홍제3동,126.9474324,37.59361131
스터디카페애플트리,,커피전문점/카페/다방,서울특별시,강서구,우장산동,126.8405825,37.54251273
커피만서울시립대점,서울시립대점,커피전문점/카페/다방,서울특별시,동대문구,전농2동,127.0540417,37.58314274
썸씽겟,,커피전문점/카페/다방,서울특별시,관악구,서원동,126.9339855,37.48432935
닥터쥬스,동양미래점,커피전문점/카페/다방,서울특별시,구로구,고척1동,126.8651699,37.50156509
스터디카페S,,커피전문점/카페/다방,서울특별시,마포구,대흥동,126.937526,37.55284971
BABAYETU,,커피전문점/카페/다방,서울특별시,서초구,방배4동,126.9827284,37.48699372
커뮤니티카페,,커피전문점/카페/다방,서울특별시,양천구,신정4동,126.8638641,37.52727724
카페마망,,커피전문점/카페/다방,서울특별시,강남구,역삼1동,127.0480241,37.50526169
스타벅스,중앙대점,커피전문점/카페/다방,서울특별시,동작구,흑석동,126.9581289,37.50693583
bonneidee,,커피전문점/카페/다방,서울특별시,서초구,방배4동,126.9943823,37.48815673
타미하우스,,커피전문점/카페/다방,서울특별시,강동구,강일동,127.1760656,37.54985353
마리웨일마카롱수유점,수유점,커피전문점/카페/다방,서울특별시,강북구,수유3동,127.026113,37.63936566
미쓰리손다방,,커피전문점/카페/다방,서울특별시,구로구,개봉1동,126.8475499,37.5022685
브라하,,커피전문점/카페/다방,서울특별시,서초구,방배3동,127.0001985,37.47936674
마쿤키친카페,,커피전문점/카페/다방,서울특별시,서초구,반포2동,126.9927178,37.50768638
저스트리슨,,커피전문점/카페/다방,서울특별시,마포구,연남동,126.9254779,37.56274221
스마일빈,,커피전문점/카페/다방,서울특별시,양천구,신정1동,126.8573281,37.51964545
마쿤키친카페,,커피전문점/카페/다방,서울특별시,용산구,이촌1동,126.9708396,37.5178148
멀리가는향기,,커피전문점/카페/다방,서울특별시,중구,약수동,127.0056418,37.54720778
커피조,,커피전문점/카페/다방,서울특별시,송파구,삼전동,127.0881131,37.50113575
빽다방망원시장점,망원시장점,커피전문점/카페/다방,서울특별시,마포구,망원1동,126.9082408,37.55564608
송화의카페,,커피전문점/카페/다방,서울특별시,강동구,상일동,127.1726032,37.54877508
칸커피,,커피전문점/카페/다방,서울특별시,구로구,가리봉동,126.8934916,37.47918148
쥬씨굽은다리역점,굽은다리역점,커피전문점/카페/다방,서울특별시,강동구,천호1동,127.1422407,37.54571109
카페제스트,,커피전문점/카페/다방,서울특별시,동작구,상도3동,126.931582,37.49589513
카페지니,,커피전문점/카페/다방,서울특별시,서초구,잠원동,127.0196947,37.51195007
미스터힐링명동인터네셔널점,명동인터네셔널점,커피전문점/카페/다방,서울특별시,중구,명동,126.9856048,37.56354447
요거프레스,,커피전문점/카페/다방,서울특별시,동작구,상도1동,126.9504393,37.50439888
커피로만,,커피전문점/카페/다방,서울특별시,용산구,한강로동,126.9599043,37.52407139
셀렉토커피,전농크레시티점,커피전문점/카페/다방,서울특별시,동대문구,전농1동,127.049678,37.57549386
샤론꽃방,,커피전문점/카페/다방,서울특별시,중구,장충동,127.0059059,37.56225746
커피91스토리,,커피전문점/카페/다방,서울특별시,구로구,구로1동,126.8762996,37.49772492
카페자우랩,,커피전문점/카페/다방,서울특별시,마포구,서교동,126.920788,37.55280603
CAFEEBEN삼성R&D점,,커피전문점/카페/다방,서울특별시,서초구,양재1동,127.0221308,37.46565598
DETOXI,,커피전문점/카페/다방,서울특별시,성북구,동선동,127.0197722,37.5915762
카페바우,,커피전문점/카페/다방,서울특별시,동대문구,장안2동,127.0723644,37.57191695
사당로159,,커피전문점/카페/다방,서울특별시,동작구,사당3동,126.9672422,37.48744504
쥬씨가양대교점,가양대교점,커피전문점/카페/다방,서울특별시,강서구,등촌1동,126.8555156,37.56052592
카페라엘스,,커피전문점/카페/다방,서울특별시,서대문구,신촌동,126.9464984,37.55944464
쥬씨뚝섬역점,뚝섬역점,커피전문점/카페/다방,서울특별시,성동구,성수1가2동,127.0472453,37.54783914
20스페이스,,커피전문점/카페/다방,서울특별시,성동구,성수2가3동,127.0534521,37.54563644
카페하루,,커피전문점/카페/다방,서울특별시,중랑구,망우본동,127.0951138,37.5985032
요거프레소광산사거리점,광산사거리점,커피전문점/카페/다방,서울특별시,강북구,수유3동,127.0219294,37.64215129
쥬씨도깨비,시장점,커피전문점/카페/다방,서울특별시,도봉구,방학2동,127.035214,37.66545325
림벅와플서촌점,서촌점,커피전문점/카페/다방,서울특별시,종로구,청운효자동,126.9680873,37.58044934
카페블랙,,커피전문점/카페/다방,서울특별시,송파구,장지동,127.1272984,37.48100465
카페샤인,,커피전문점/카페/다방,서울특별시,강남구,압구정동,127.0343733,37.52627157
갤러리카페커피집,,커피전문점/카페/다방,서울특별시,송파구,장지동,127.1282807,37.48598577
카페원더,,커피전문점/카페/다방,서울특별시,양천구,목1동,126.8792216,37.53072179
스모킹카페,,커피전문점/카페/다방,서울특별시,종로구,혜화동,127.0012914,37.58402373
아로이커피,,커피전문점/카페/다방,서울특별시,은평구,증산동,126.9107952,37.58542188
크라스플러스,목동3점,커피전문점/카페/다방,서울특별시,양천구,목5동,126.8764001,37.53703829
DCOFFE,,커피전문점/카페/다방,서울특별시,서초구,방배3동,126.9877986,37.47745004
떡담까페,,커피전문점/카페/다방,서울특별시,서대문구,천연동,126.9618312,37.57032086
구카페,,커피전문점/카페/다방,서울특별시,강남구,역삼1동,127.0325158,37.49050255
커피브로,,커피전문점/카페/다방,서울특별시,용산구,이태원1동,126.9928652,37.53459297
심리치유카페멘토건대,,커피전문점/카페/다방,서울특별시,광진구,자양4동,127.0670636,37.54036549
떼루와,까치산역점,커피전문점/카페/다방,서울특별시,강서구,화곡1동,126.8461739,37.53214252
쥬씨서강대점,서강대점,커피전문점/카페/다방,서울특별시,마포구,대흥동,126.9367174,37.55399577
간단하지만특별한화피디Cafe,,커피전문점/카페/다방,서울특별시,영등포구,여의동,126.9398973,37.51965858
카페하얀,,커피전문점/카페/다방,서울특별시,성동구,금호1가동,127.0250145,37.55513636
LOTTYSCAFE,,커피전문점/카페/다방,서울특별시,송파구,잠실3동,127.0981244,37.51130447
쓰리팝,,커피전문점/카페/다방,서울특별시,용산구,후암동,126.9792679,37.54930743
매머드커피본사,본사,커피전문점/카페/다방,서울특별시,강남구,신사동,127.0252668,37.5227187
데일리그라운드,,커피전문점/카페/다방,서울특별시,마포구,서교동,126.9213413,37.54975656
